position,srx,status,r2_file,timestamp,error,selectedResolution,nPcs,cumvar,nClustersPreMerge,nClustersPostMerge,nMerges,kPrior,kFiltered,nCellsDropped,nCellsFinal,jaccAtSelected
313/801,SRX23395192,success,designated_clustering_2/SRX23395192_clustered.h5ad,2026-05-19 17:36:09,,0.4,50,43.59391629695892,6,4,2,6,4,36,2998,2.0256686465512193
316/801,SRX22996395,success,designated_clustering_2/SRX22996395_clustered.h5ad,2026-05-19 17:36:11,,0.4,29,50.08037947118282,10,10,0,26,8,646,1568,5.595803108221338
317/801,SRX22996394,success,designated_clustering_2/SRX22996394_clustered.h5ad,2026-05-19 17:36:15,,0.6,34,50.14720857143402,15,14,1,24,11,628,1956,6.694656367032451
304/801,SRX23331471,success,designated_clustering_2/SRX23331471_clustered.h5ad,2026-05-19 17:36:15,,0.6,42,50.10943487286568,11,9,2,8,4,901,6736,1.4659015982988581
315/801,SRX22996376,success,designated_clustering_2/SRX22996376_clustered.h5ad,2026-05-19 17:36:36,,1.8,42,50.04426836967468,24,15,9,19,10,149,4543,3.5636319359166726
318/801,SRX22996358,success,designated_clustering_2/SRX22996358_clustered.h5ad,2026-05-19 17:36:46,,1.1,21,50.14203004539013,18,17,1,23,17,578,2757,7.5498581171051615
319/801,SRX22996359,success,designated_clustering_2/SRX22996359_clustered.h5ad,2026-05-19 17:36:46,,0.7,17,50.16701817512512,15,15,0,23,15,553,2659,6.94399285038317
307/801,SRX23395185,success,designated_clustering_2/SRX23395185_clustered.h5ad,2026-05-19 17:36:48,,1.1,44,50.12446641921997,12,6,6,11,7,37,9124,1.4268858087494574
321/801,SRX22996365,success,designated_clustering_2/SRX22996365_clustered.h5ad,2026-05-19 17:37:04,,1.5,22,50.12711510062218,26,23,3,25,19,261,3291,9.094929026996143
325/801,SRX23395184,success,designated_clustering_2/SRX23395184_clustered.h5ad,2026-05-19 17:37:08,,0.2,50,45.71217596530914,5,3,2,9,5,41,1693,1.0220045728258522
328/801,SRX17412852,success,designated_clustering_2/SRX17412852_clustered.h5ad,2026-05-19 17:37:36,,0.7,26,50.368981808423996,10,10,0,24,11,381,1846,5.500899048393263
320/801,SRX22996355,success,designated_clustering_2/SRX22996355_clustered.h5ad,2026-05-19 17:37:40,,0.9,24,50.10881423950195,18,17,1,23,12,412,5416,4.73987221596054
326/801,SRX22996387,success,designated_clustering_2/SRX22996387_clustered.h5ad,2026-05-19 17:37:44,,1.9,17,50.18213139846921,26,16,10,25,14,264,2704,7.012989046848597
327/801,SRX22996386,success,designated_clustering_2/SRX22996386_clustered.h5ad,2026-05-19 17:37:47,,1.4,17,50.157866440713406,21,17,4,25,17,243,2637,6.665991123777204
324/801,SRX22996337,success,designated_clustering_2/SRX22996337_clustered.h5ad,2026-05-19 17:37:48,,1.0,15,50.503915548324585,18,13,5,26,15,230,5407,4.952122701167055
270/801,SRX19704145,success,designated_clustering_2/SRX19704145_clustered.h5ad,2026-05-19 17:38:13,,0.9,21,50.46801455318928,19,16,3,23,17,333,29440,3.1007723686886357
323/801,SRX23395188,success,designated_clustering_2/SRX23395188_clustered.h5ad,2026-05-19 17:38:30,,0.7,50,48.766157031059265,7,4,3,9,7,53,7694,1.8575675184692406
331/801,SRX25038164,success,designated_clustering_2/SRX25038164_clustered.h5ad,2026-05-19 17:38:38,,0.7,16,50.3021786455065,14,12,2,20,14,283,3622,4.70798856170775
330/801,SRX25038162,success,designated_clustering_2/SRX25038162_clustered.h5ad,2026-05-19 17:38:44,,1.4,15,52.4724006652832,25,18,7,25,17,569,4670,6.568756591858921
329/801,SRX25038161,success,designated_clustering_2/SRX25038161_clustered.h5ad,2026-05-19 17:38:44,,0.2,50,46.0040882229805,4,4,0,13,5,789,4272,1.6030242257565324
332/801,SRX25038165,success,designated_clustering_2/SRX25038165_clustered.h5ad,2026-05-19 17:39:19,,0.2,46,50.02109557390213,4,3,1,18,8,393,6107,1.6024877148426928
334/801,SRX25038169,success,designated_clustering_2/SRX25038169_clustered.h5ad,2026-05-19 17:39:22,,1.5,38,50.117531418800354,20,15,5,19,11,208,5271,1.5042777227657607
335/801,SRX25038171,success,designated_clustering_2/SRX25038171_clustered.h5ad,2026-05-19 17:39:29,,0.3,19,50.020089372992516,7,7,0,16,8,519,5446,2.3368828571292153
339/801,SRX22996330,success,designated_clustering_2/SRX22996330_clustered.h5ad,2026-05-19 17:39:37,,0.2,48,50.06604343652725,6,6,0,19,8,209,2947,2.1722434201901275
340/801,SRX22996327,success,designated_clustering_2/SRX22996327_clustered.h5ad,2026-05-19 17:39:46,,1.5,20,50.471549667418,22,17,5,26,18,599,3030,5.525471756065342
338/801,ERX11876759,success,designated_clustering_2/ERX11876759_clustered.h5ad,2026-05-19 17:40:03,,0.3,27,50.137634202837944,6,5,1,17,8,636,3933,2.0645485757103925
343/801,SRX22996319,success,designated_clustering_2/SRX22996319_clustered.h5ad,2026-05-19 17:40:18,,0.7,18,50.25521405041218,16,13,3,24,13,134,2936,5.409259450473939
342/801,SRX22996342,success,designated_clustering_2/SRX22996342_clustered.h5ad,2026-05-19 17:40:31,,0.3,46,50.18167719244957,7,6,1,21,8,212,4073,2.436912621274801
344/801,SRX22996318,success,designated_clustering_2/SRX22996318_clustered.h5ad,2026-05-19 17:40:34,,0.8,18,50.31507425010204,16,14,2,23,13,134,3145,5.163125221869106
322/801,SRX23331463,success,designated_clustering_2/SRX23331463_clustered.h5ad,2026-05-19 17:40:37,,0.6,28,50.18170457333326,11,5,6,6,4,3570,10503,1.957198929887796
345/801,SRX22996338,success,designated_clustering_2/SRX22996338_clustered.h5ad,2026-05-19 17:40:46,,0.6,27,50.31433366239071,15,14,1,26,13,128,3270,7.287903413944882
341/801,SRX22996315,success,designated_clustering_2/SRX22996315_clustered.h5ad,2026-05-19 17:40:48,,1.9,15,50.21585822105408,29,24,5,25,14,246,5131,4.76189672690729
348/801,SRX26487581,success,designated_clustering_2/SRX26487581_clustered.h5ad,2026-05-19 17:40:59,,0.5,50,38.999493420124054,21,13,8,12,4,1709,830,1.3178373507277674
346/801,SRX26487585,success,designated_clustering_2/SRX26487585_clustered.h5ad,2026-05-19 17:41:01,,0.2,50,43.73185336589813,10,10,0,21,8,1594,3225,2.364368094327906
347/801,SRX26487593,success,designated_clustering_2/SRX26487593_clustered.h5ad,2026-05-19 17:41:05,,1.8,50,49.777938425540924,22,17,5,19,9,61,2067,2.4015545678352765
350/801,SRX26487595,success,designated_clustering_2/SRX26487595_clustered.h5ad,2026-05-19 17:41:33,,0.9,50,43.33248734474182,13,9,4,21,7,110,2061,1.5933544921707847
354/801,SRX26487582,success,designated_clustering_2/SRX26487582_clustered.h5ad,2026-05-19 17:41:55,,0.3,50,45.82981318235397,10,9,1,22,9,90,2629,3.802377819287198
356/801,SRX26487573,success,designated_clustering_2/SRX26487573_clustered.h5ad,2026-05-19 17:42:44,,0.1,50,42.32340157032013,7,6,1,9,3,2666,2848,0.5436262444720763
351/801,SRX26487569,success,designated_clustering_2/SRX26487569_clustered.h5ad,2026-05-19 17:42:47,,0.1,50,42.201974987983704,3,3,0,15,8,65,5810,1.3980055072838808
353/801,SRX26487598,success,designated_clustering_2/SRX26487598_clustered.h5ad,2026-05-19 17:42:52,,1.0,22,50.18922984600067,20,18,2,26,22,257,5046,8.932173747765237
333/801,SRX25038167,success,designated_clustering_2/SRX25038167_clustered.h5ad,2026-05-19 17:42:53,,0.4,18,50.37956349551678,11,6,5,17,11,368,16924,1.6311985516171887
