srx,"CD4-positive, alpha-beta T cell",natural killer cell,B cell,"CD8-positive, alpha-beta T cell",intermediate monocyte,classical monocyte,monocyte,macrophage,,basophil,lung multiciliated epithelial cell,plasma cell,pulmonary alveolar type 2 cell,club cell,respiratory tract goblet cell,pulmonary alveolar type 1 cell,capillary endothelial cell,endothelial cell of lymphatic vessel,basal cell,neutrophil,adventitial cell,endothelial cell of artery,vein endothelial cell,alveolar adventitial fibroblast,mature NK T cell,bronchial smooth muscle cell,pericyte,sebocyte,melanocyte,T cell,smooth muscle cell,endothelial cell,fibroblast,mast cell,erythrocyte,"naive thymus-derived CD4-positive, alpha-beta T cell",hematopoietic precursor cell,non-classical monocyte,platelet
SRX10425170,3.292403414514479,,1.1990841085186164,,2.749026412455286,3.4474496068730067,,1.006706339893655,,4.291070428639996,5.99505228632615,1.226222530143648,3.9869378985964836,,5.8543879324097245,5.43714227030089,2.061469933436903,6.110659354376861,,,4.819215288008497,2.1769867350427905,1.9876122481303102,4.928107081518214,,4.4952880478219015,4.068191732630035,,,,,,,,,,,,
SRX10425169,1.7181564375926086,4.416005780559267,1.3573835545227668,3.0044465535674783,3.264158426915686,3.4479765857146925,,1.9371308939244567,,4.2319564230386195,5.877126402722261,1.9260824204389821,4.090477284805523,,,5.246080779116955,2.9961875344048696,6.263464646339241,,,4.791006533353826,3.0259566956708936,4.022338172357439,4.950773000478114,3.7068987611770687,5.226396400619976,5.094248421906196,,,,,,,,,,,,
SRX10984882,,,1.8307504976276867,,,,,,2.1248786589346857,,,1.3028027482351558,,,,,,,0.17245676934294776,,0.029702418157069994,,,,,0.6044492432105235,,,,,,,,,,,,,
SRX10048379,2.5471006024993312,6.286299049535326,0.8443658314639254,4.192763882307562,3.7246194356341182,4.739779381647166,3.9741084205316706,2.2871850776721883,1.6147622737717875,5.943275037988098,1.4541476708482506,1.4717274762231183,4.511188439327623,4.376861613713649,1.263365831656878,4.186485938109424,3.333530753433732,5.420159961764637,4.3569414975371945,,3.0241643755735788,3.395013531141985,3.393847435124114,2.9031864363814672,,1.7019123534332965,2.030842599990527,,,,,,,,,,,,
SRX10327365,,,2.873051639132767,,,,,,,,1.3568445073004636,3.76387739014772,,,0.19016989025992379,,,,0.5655612242616431,,,,,,,,,,,,,,,,,,,,
SRX10327362,,,2.6184554178812434,,,,,,2.940154781180001,,1.8099490720251756,2.839851436230738,,,0.813884161058878,,,,0.8745112522811112,,,,,,,,,,,,,,,,,,,,
SRX11143425,,,,0.7815401406635215,,,,,,,,,,,,,,,,,,,,,,,,0.02286028184054539,2.0106912761294455,0.9619326873300967,1.0907473729480424,,,,,,,,
SRX11143423,0.49873143706761164,,0.16105135368998566,,,,,1.1776521711142713,,,,0.5762878171897288,,,0.2852619394379613,,,,0.029759092247241013,,0.5003631439519529,,2.170246119509297,,,0.18643247174869726,,,,,,,,,,,,,
SRX10957183,,,0.5774039778074477,,,,,,,,,0.6054524248819715,,,,,,,0.00019263918181479378,,,,,,,,,,,,,,,,,,,,
SRX11143424,0.4285197058886248,,0.10838512577844682,,,,,0.7476734416183218,,,,1.088320437924972,,,0.5213371572592775,,,,0.044703830727229124,,0.4691416979350636,,1.560998920856352,,,0.12715220777427647,,,,,,,,,,,,,
SRX11438987,0.7122120085842175,,0.40138861418120103,1.8317950614565446,,,,2.8702433679771087,,,4.77715049794021,1.3684183991080983,,,,,,,,,,,3.836343942257967,,,,,,,,,,,,,,,,
SRX11143429,1.0141756844855205,,0.43123541652754677,,,,,1.6856514897419557,,,,1.0087465506792899,,,1.1204912012882886,,,,0.1020436563574972,,0.42722332116091327,,,,1.3824968375667248,1.2505888546525514,,,,,,,,,,,,,
SRX11143428,0.2724442960497073,,0.009166280813377801,,,,,1.6193148720067474,0.22714784046664574,,,0.6053959744836874,,,,,,,0.16231124088841908,,0.23080968251703227,,,,0.371352550255534,0.16396302270070892,1.313467987156322,,,,,,,,,,,,
SRX11438992,0.6976678674965672,3.411461174750251,1.5126987625348642,1.7411569517868803,5.490325626583082,,,4.330041252102936,,,4.292992888656511,3.978741819651381,,3.893476734197449,4.275027312698101,,4.174095835583451,,3.168921425982244,,,,4.406909618395444,,,,,,,,,,,,,,,,
SRX10048391,0.6355998902996287,,0.25320996840061105,1.7012481244866617,,,0.8984645383165629,0.4392517523440985,0.4473222839642352,7.496080096989261,0.604875760623746,0.5635433207262153,2.3398914112819758,,,0.6236422823845386,0.6479403081805776,3.419964513845794,,,0.689421970265933,2.833208443734214,1.4646083703537394,1.623795188569475,,5.172636306777194,2.916450132469064,,,,,,,,,,,,
SRX11143430,1.0926021754683493,,,0.24792881156372873,,,,,,,,,,,,,,,,,,,,,,,,0.16614619455371296,1.4566872782792584,0.40175562169211737,0.6470558456006237,1.051697383396156,1.9599817293938702,1.532859017506346,,,,,
SRX11438989,0.870960430475597,4.322032493150529,0.7322239122579338,1.7395080392747253,,,,2.970995053590775,,,6.120173547409397,2.15451110413789,4.558474610533671,3.86353125281481,3.4117026352330484,,3.7132643327278134,,3.2219597333327097,,3.998419455718603,2.8573417594103026,2.8300607041034924,4.165463849543605,,4.922718246529556,3.2684206656268544,,,,,,,,,,,,
SRX11987892,,,2.22706270517712,,,,,,,,,,,,,,1.2467595159597258,,,,1.552867681862048,1.963787133666942,3.0918565210813997,1.905959639724478,,1.7218482963401198,1.6427371899658503,,,,,,,,,,,,
SRX11438984,1.8096879904289138,,1.5324612162714626,2.8501928376616936,,,,,,5.447502535946509,3.0645426699910545,1.9822518665789068,2.9059007820642817,1.7633869955093702,3.4601653229669176,3.651717166569361,2.891015114423228,,2.6074163293260684,,2.6115724595982646,,5.344757832964821,2.311748983088891,,2.6850428303494733,3.3126867082568823,,,,,,,,,,,,
SRX11438990,0.9932000201031427,3.9980382822896257,1.2027703128958482,1.7758796085983604,4.390508175134648,,,1.7658328873414293,,,,2.0032532587966045,,5.043677252242641,,,3.706111817612037,,4.324865421186998,,,,4.538669635831791,6.51498297116823,,5.184169390915688,,,,,,,,,,,,,
SRX11987900,,,1.799878881451716,,,,,,,,,1.7585174303572855,,,,,0.39730837372950445,,,,4.7138768781809555,0.7823317080707439,1.8400597690643916,,,3.6946040924837145,3.8152913551875733,,,,,,,,,,,,
SRX11987902,4.661003028219275,,1.9693074799700807,,,,,,,,,2.4401400653136602,,,,,0.5260906105918952,,,,,3.1096977117701923,,3.9800379170200078,,4.010793803899591,4.476807570480945,,,,,,,,,,,,
SRX11987906,1.2836091670673213,,0.5151342507015519,,,,,,,,,0.698701140178499,,,,,2.7768633615440277,,,,4.118673599901897,2.771520506811605,2.9573026242861338,,,2.82902722277014,2.2311739197421825,,,,,,,,,,,,
SRX11143427,1.2368104027894864,,0.39819707208273075,,,,,0.7359716056890825,,,,0.29555438020583724,,,0.772001230914185,,,,0.09148130683117114,,1.4754545469479856,,,,,1.8519952671412536,,,,,,,,,,,,,
SRX11987904,2.741803922863032,,0.8437931276896563,3.700194530710982,,,,4.777407423378403,,,,0.741122168731693,,,,,3.2275666630933686,,,,2.6389515779646042,3.6891536327424093,3.966589585267964,3.0794371691898355,,2.4407718904121385,1.61229922888912,,,,,,,,,,,,
SRX11987908,3.3251298191016527,,1.5201958412467176,3.5091409618631286,,,,,,,,1.1683226935361737,,,,,2.084017920428693,,3.392476400632973,,2.357648421639687,1.2434425064489638,1.788435995442413,5.48465473803862,,2.092304249138271,1.6669931340863167,,,,,,,,,,,,
SRX11987896,4.273180779637639,,1.3289930213286072,,,,,,,,,1.1223604286132847,5.954808529806582,,,,1.7500713193962056,,1.6824543373444985,,1.2277261243128563,1.8833495573584669,1.8569481535116867,1.8578025121858084,,2.498604909459919,3.7831145881733805,,,,,,,,,,,,
SRX11515852,0.5504309404840338,1.4591390386884486,1.9549000134365773,0.831264976442206,,3.4438983797188003,,1.5650355846390187,0.24255412836492432,,,4.631861189252785,,,,,,,,,,,,,,,,,,,,,,,2.8724517932878824,0.8229578921883997,4.539360635826911,,
SRX11438991,1.892738235074154,3.3323446562717525,1.0587612587343789,2.2111934759279017,3.4285573620998315,3.6807681997986976,,2.2754361176703624,,,3.2928297542323492,1.6642360082533265,3.631421869072054,3.0623806071168858,3.3132749498788296,4.661353994731055,2.9742812282011784,3.462648079132762,3.0567110326343903,,3.2507815861084706,3.0726780206088606,3.330249745956801,3.8289385163619656,,3.339988928918235,2.9300600633641896,,,,,,,,,,,,
SRX11987903,2.5947435215137413,,1.469245733646904,2.5947435215137413,,,,,,,,2.5510219892238495,,,,,1.042103887051622,,,,2.6114919388762123,1.1828747813794585,1.037063021926813,6.2156120330928974,,2.3412248260520414,1.7743460715972035,,,,,,,,,,,,
SRX12708356,2.5501886629769843,,0.10013022897028488,,,,,,,,,0.28434309171882655,,,,,,,,0.715437786312814,,,,,,,,,,,,,,,,,,,
SRX11987912,1.5100568577107254,,0.6632175738761811,2.264440385327862,,,,,,,,1.3523379623005183,,,,,1.3810801145009113,,,,3.913123045281704,1.7169898474765188,1.6702781765298629,,,3.941529653337845,3.7564047215206524,,,,,,,,,,,,
SRX11987909,3.1077513778618635,,0.3051199820316851,,,,,,,,,0.449356915748083,,,,,0.5650873537494355,,2.98148826021194,,0.717128932312739,2.7938713731024842,2.865698908288409,,,1.7872506444667007,1.9840010652746358,,,,,,,,,,,,
SRX11987915,3.868958209563548,,1.7453228090736403,,,,,,,,,1.0713321197011927,,,,,2.099920994816689,5.427337516014372,4.483498429417375,,3.233271768997964,1.318390918801854,1.2962350387639536,3.909940691968469,,1.9791040436026812,2.1838421164613417,,,,,,,,,,,,
